Transaction Type,Payee/Customer/Vendor Name,Amount,Transaction Description,Posting Date,Transaction ID,Fund1,Dept1,Div1,Dept_Name,Year,Fund_Name
PY,NOT APPLICABLE,"$25,069.63",REGULAR FULL-TIME WAGES - 1105,20170715,2018-00000432 - 4976161,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$41,001.03",REGULAR FULL-TIME WAGES - 1105,20170729,2018-00000845 - 4986157,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,690.04",REGULAR FULL-TIME WAGES - 1105,20170729,2018-00000845 - 4986584,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$122,516.62",REGULAR FULL-TIME WAGES - 1105,20170729,2018-00000845 - 4986613,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$15,166.69",REGULAR FULL-TIME WAGES - 1105,20170729,2018-00000845 - 4986751,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$24,555.01",REGULAR FULL-TIME WAGES - 1105,20170729,2018-00000845 - 4986821,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$43,859.45",REGULAR FULL-TIME WAGES - 1105,20170812,2018-00001239 - 5003747,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,755.72",REGULAR FULL-TIME WAGES - 1105,20170812,2018-00001239 - 5004154,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$128,587.69",REGULAR FULL-TIME WAGES - 1105,20170812,2018-00001239 - 5004179,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$16,569.43",REGULAR FULL-TIME WAGES - 1105,20170812,2018-00001239 - 5004310,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$24,237.28",REGULAR FULL-TIME WAGES - 1105,20170812,2018-00001239 - 5004377,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$43,330.78",REGULAR FULL-TIME WAGES - 1105,20170826,2018-00001688 - 5015266,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,791.24",REGULAR FULL-TIME WAGES - 1105,20170826,2018-00001688 - 5015690,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$127,321.95",REGULAR FULL-TIME WAGES - 1105,20170826,2018-00001688 - 5015719,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$17,593.79",REGULAR FULL-TIME WAGES - 1105,20170826,2018-00001688 - 5015860,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$27,490.82",REGULAR FULL-TIME WAGES - 1105,20170826,2018-00001688 - 5015929,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$44,553.51",REGULAR FULL-TIME WAGES - 1105,20170909,2018-00002026 - 5026710,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,791.26",REGULAR FULL-TIME WAGES - 1105,20170909,2018-00002026 - 5027130,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$131,175.42",REGULAR FULL-TIME WAGES - 1105,20170909,2018-00002026 - 5027158,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$17,231.67",REGULAR FULL-TIME WAGES - 1105,20170909,2018-00002026 - 5027296,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$28,875.03",REGULAR FULL-TIME WAGES - 1105,20170909,2018-00002026 - 5027366,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$43,419.49",REGULAR FULL-TIME WAGES - 1105,20170923,2018-00002392 - 5035787,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,791.26",REGULAR FULL-TIME WAGES - 1105,20170923,2018-00002392 - 5036218,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$123,996.04",REGULAR FULL-TIME WAGES - 1105,20170923,2018-00002392 - 5036246,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$18,566.28",REGULAR FULL-TIME WAGES - 1105,20170923,2018-00002392 - 5036380,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$27,695.60",REGULAR FULL-TIME WAGES - 1105,20170923,2018-00002392 - 5036451,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$42,097.96",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046062,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,791.26",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046485,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$124,174.31",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046513,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$19,275.03",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046651,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$27,454.14",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046720,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$19,275.03",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5057026,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$126,155.73",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5057114,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$39,205.68",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5057170,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,816.46",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5057175,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$26,721.94",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5057197,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$38,093.13",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5066877,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,819.26",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067318,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$126,358.83",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067347,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$19,275.04",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067484,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$25,789.23",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067555,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$40,427.70",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081436,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,848.66",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081862,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$128,336.43",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081884,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$22,591.56",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5082020,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$27,604.15",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5082093,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$40,328.00",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5096665,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,882.56",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5097078,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$151,589.63",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5097104,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$20,080.78",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5097239,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$28,688.62",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5097308,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$39,315.87",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5106851,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,412.67",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5107277,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$123,020.57",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5107300,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$19,426.49",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5107440,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$25,731.93",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5107504,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$41,553.65",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5114702,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,928.85",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5115104,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$131,204.90",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5115130,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$20,410.23",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5115267,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$27,725.77",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5115338,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$40,501.68",REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5128530,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$10,947.60",REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5128946,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$130,283.10",REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5128973,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$19,794.55",REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5129108,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$26,654.69",REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5129175,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$44,868.05",REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5140714,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$10,960.07",REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141128,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$129,251.47",REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141154,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$19,383.27",REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141289,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$26,492.36",REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141359,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$43,788.04",REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150451,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$12,054.15",REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150857,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$124,958.79",REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150881,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$19,479.41",REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5151019,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$24,808.74",REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5151087,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$44,531.26",REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159448,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$12,072.88",REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159882,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$127,087.62",REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159908,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$19,858.10",REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5160049,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$23,735.36",REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5160119,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$43,434.66",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5171665,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$12,072.86",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172057,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$123,531.37",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172081,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$19,403.10",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172215,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$22,633.23",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172280,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$43,000.92",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183541,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$12,177.66",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183947,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$122,082.89",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183969,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$21,358.23",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5184094,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$22,460.79",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5184163,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$25,846.08",SPECIALTY PAY WAGES - 1130,20170729,2018-00000845 - 4986218,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,451.85",SPECIALTY PAY WAGES - 1130,20170826,2018-00001688 - 5015327,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,171.59",OVERTIME WAGES - 1140,20170408,2017-00007206 - 4892010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,395.12",OVERTIME WAGES - 1140,20170422,2017-00007550 - 4901100,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,087.73",OVERTIME WAGES - 1140,20170520,2017-00008388 - 4920789,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$6,438.11",OVERTIME WAGES - 1140,20170520,2017-00008388 - 4920958,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$9,478.83",OVERTIME WAGES - 1140,20170603,2017-00008748 - 4933251,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$8,263.93",OVERTIME WAGES - 1140,20170603,2017-00008748 - 4933255,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,842.39",OVERTIME WAGES - 1140,20170603,2017-00008748 - 4933411,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,690.22",OVERTIME WAGES - 1140,20170617,2017-00009168 - 4953829,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,541.84",OVERTIME WAGES - 1140,20170715,2018-00000432 - 4975345,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,729.85",OVERTIME WAGES - 1140,20170715,2018-00000432 - 4975385,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,748.19",OVERTIME WAGES - 1140,20170715,2018-00000432 - 4975649,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,515.60",OVERTIME WAGES - 1140,20170715,2018-00000432 - 4975854,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,015.11",OVERTIME WAGES - 1140,20170812,2018-00001239 - 5003994,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$8,526.69",OVERTIME WAGES - 1140,20170812,2018-00001239 - 5004161,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,555.69",OVERTIME WAGES - 1140,20170812,2018-00001239 - 5004416,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$9,501.22",OVERTIME WAGES - 1140,20170909,2018-00002026 - 5026705,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$8,603.59",OVERTIME WAGES - 1140,20170909,2018-00002026 - 5026966,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,876.97",OVERTIME WAGES - 1140,20171021,2018-00003084 - 5057176,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,622.52",OVERTIME WAGES - 1140,20171104,2018-00003457 - 5067152,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$6,874.34",OVERTIME WAGES - 1140,20171104,2018-00003457 - 5067327,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$8,752.37",OVERTIME WAGES - 1140,20171118,2018-00003853 - 5081431,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,075.71",OVERTIME WAGES - 1140,20171118,2018-00003853 - 5081700,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$16,181.45",OVERTIME WAGES - 1140,20171202,2018-00004318 - 5096660,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$9,199.72",OVERTIME WAGES - 1140,20171202,2018-00004318 - 5096920,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,902.69",OVERTIME WAGES - 1140,20171216,2018-00004832 - 5107114,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$16,215.71",OVERTIME WAGES - 1140,20171230,2018-00005082 - 5114697,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,383.91",OVERTIME WAGES - 1140,20171230,2018-00005082 - 5114944,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,995.24",OVERTIME WAGES - 1140,20180113,2018-00005481 - 5128526,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$5,800.40",OVERTIME WAGES - 1140,20180113,2018-00005481 - 5128791,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,Police,2018,GENERAL 
