Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year
RV,NOT APPLICABLE,"$85,253.00 ",491.112,TRANSFER FROM HURF - 491.1120,20200531,2020-00002186 - 5636754,409,790,6199,409 - EXCISE TAX REV REFUNDING 2013,790 - OPERATING TRANSFERS,6199 - MISC. STREET IMPROVEMENTS,2475,2020
RV,NOT APPLICABLE,"$14,254.00 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20200531,2020-00002208 - 5637149,410,790,3571,410 - EXCISE TAX REV REFUNDING 2015,790 - OPERATING TRANSFERS,3571 - FACILITY IMPROVEMENTS,2476,2020
RV,NOT APPLICABLE,"$29,919.92 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20200531,2020-00002208 - 5637145,415,790,6112,415 - BRIDGE,790 - OPERATING TRANSFERS,6112 - BHC/LAUGHLIN BRIDGE,2477,2020
EX,NOT APPLICABLE,"$8,362.82 ",3420,BANKING SERVICES - 3420,20200531,2020-00007717 - 5808869,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,2478,2020
EX,NOT APPLICABLE,"$8,040.58 ",5210,PROPERTY & RISK INSURANCE - 5210,20200531,2020-00004459 - 5712830,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2479,2020
EX,NOT APPLICABLE,"$6,750.00 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20200531,2020-00002585 - 5648741,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2480,2020
EX,NOT APPLICABLE,"$8,040.58 ",5210,PROPERTY & RISK INSURANCE - 5210,20200531,2020-00001728 - 5615859,501,660,6000,501 - WASTEWATER,660 - PUBLIC WORKS,6000 - ADMINISTRATION,2481,2020
RV,NOT APPLICABLE,"$62,192.00 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20200531,2020-00002585 - 5648743,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,2482,2020
RV,NOT APPLICABLE,"$20,091.72 ",440.3,SALE OF FUEL - 440.3000,20200531,2020-00008581 - 5841486,601,0,6210,601 - FLEET SERVICES,000 - GEN,6210 - FLEET FUEL FACILITY,2483,2020
RV,NOT APPLICABLE,"$91,080.24 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20200531,2020-00001728 - 5615864,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,2484,2020
RV,NOT APPLICABLE,"$467,599.90 ",413.1,CITY SALES TAX - 413.1000,20200601,2020-00007739 - 5810194,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2485,2020
EX,"THE MULLAN LAW FIRM, P.C.","$9,794.00 ",3215,"PUBLIC DEFENDER LEGAL SERVICE CONTRACT, JUNE 2020 - 3215",20200601,13335 - 2020.06 - 06/01/2020 - 1586,101,619,9500,101 - GENERAL ,619 - GEN GOVT,9500 - GENERAL SERVICES,2486,2020
EX,STAR NURSERY INC.,"$15,513.23 ",7321,REBEL RED 4-8 ROCK DRAINAGE IMPROVEMENTS - 7321,20200601,747 - 1700200010051 - 06/01/2020 - 4297,304,700,6390,304 - FLOOD CONTROL,700 - CAPITAL OUTLAY,6390 - MISC. DRAINAGE IMPRV,2487,2020
EX,"ENGINEERING ALLIANCE, INC","$9,300.00 ",7345,CIP-MERRILL AVE FRONTAGE RD 19-E-006 - 7345,20200601,20959 - 1466 - 06/01/2020 - 4568,313,700,6106,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6106 - TRAFFIC SIGNAL IMPROVEMNT,2488,2020
EX,"GULF COAST INNOVATIONS, LLC","$27,960.08 ",7350,HARDWARE: CIP-SEC 18 WWTP ELECTRICAL CONTROLS UPGRADE 18-E-008 - 7350,20200601,21002 - 1994 - 06/01/2020 - 10520,501,700,6406,501 - WASTEWATER,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,2489,2020
EX,"GULF COAST INNOVATIONS, LLC","$48,613.68 ",7350,HARDWARE: CIP-SEC 18 WWTP ELECTRICAL CONTROLS UPGRADE 18-E-008 - 7350,20200601,21002 - 1995 - 06/01/2020 - 10520,501,700,6406,501 - WASTEWATER,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,2490,2020
EX,MUTUAL OF OMAHA BANK,"$8,643.66 ",3430,JUNE 2020 DISABILITY PAYMENT - 3430,20200601,500 - 001085631683 - 06/01/2020 - 6777,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,2491,2020
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$314,019.72 ",3220,MEDICAL/DENTAL/VISION CLAIMS AND PREMIUMS - 3220,20200601,512 - JUNE 2020 - 06/01/2020 - 6776,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,2492,2020
EX,FEDERAL EASTERN INTERNATIONAL LLC,"$9,228.00 ",7030,FIRST RESPONDER KITS (MASKS) - 7030,20200602,20852 - 515967 - 06/02/2020 - 2835,204,621,5020,204 - RICO,621 - PUBLIC SAFETY,5020 - CID,2493,2020
EX,A-1 FLEET SMART,"$5,651.46 ",4330,BATS PM 5/14-5/26/20 - 4330,20200602,19459 - 354064 - 06/02/2020 - 7191,211,619,3586,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,2494,2020
EX,"JENNINGS, STROUSS & SALMON, PLC","$8,550.00 ",3215,LEGAL SERVICES ELECTIONEERING ALLEGATIONS APR 2020 - 3215,20200602,334 - 588267 - 06/02/2020 - 10621,510,633,6500,510 - WATER OPS,633 - WATER,6500 - WATER SERVICE,2495,2020
EX,"JENNINGS, STROUSS & SALMON, PLC","$81,139.40 ",3215,LEGAL SERVICES EPCOR APR 2020 - 3215,20200602,334 - 588702 - 06/02/2020 - 10621,510,633,6500,510 - WATER OPS,633 - WATER,6500 - WATER SERVICE,2496,2020
EX,CDW GOVERNMENT INC,"$32,876.41 ",4343,EXTREME WARRANTY RENEWAL - 4343,20200603,1151 - XMZ8711 - 06/03/2020 - 1353,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,2497,2020
EX,SIMPLOT PARTNERS,"$6,210.67 ",6520,20-2-3 NITREX (50LB) - 6520,20200603,13631 - 210029595 - 06/03/2020 - 2032,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,2498,2020
EX,"WILLIAMS, CHRISTINE","$5,000.00 ",4312,TURF REBATE 2065 SANTA FE DR. - 4312,20200603,20533 - 050720 - 06/03/2020 - 7728,210,619,3050,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,2499,2020
EX,"LINDGREN, LORNE","$5,000.00 ",4312,TURF REBATE 3746 MOUNTAIN VIEW RD. - 4312,20200603,21143 - 050520 - 06/03/2020 - 7728,210,619,3050,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,2500,2020
EX,"TURNQUIST EXCAVATING, INC","$5,500.00 ",7321,BRUSH CLEARING AND DITCH SHAPING 1ST STREET - 7321,20200603,13520 - 3003 - 06/03/2020 - 4297,304,700,6390,304 - FLOOD CONTROL,700 - CAPITAL OUTLAY,6390 - MISC. DRAINAGE IMPRV,2501,2020
EX,ARIZONA MUNICIPAL RISK RETENTION POOL,"$174,997.00 ",5205,GENERAL & EXCESS LIABILITY INSURANCE POLICIES - 5205,20200603,1020 - 40000844-050420 - 06/03/2020 - 9287,604,618,2040,604 - RISK MANAGEMENT,618 - PERS ADMIN,2040 - HUMAN RESOURCES,2502,2020
RV,NOT APPLICABLE,"$5,000.00 ",447.12,PWC SAFETY PROGRAM - 447.1200,20200604,2020-00007817 - 5813403,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2503,2020
RV,NOT APPLICABLE,"$10,000.00 ",447.12,PWC SAFETY PROGRAM - 447.1200,20200604,2020-00007817 - 5813400,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2504,2020
RV,NOT APPLICABLE,"$10,000.00 ",447.12,PWC SAFETY PROGRAM - 447.1200,20200604,2020-00007817 - 5813401,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2505,2020
RV,NOT APPLICABLE,"$10,000.00 ",447.12,PWC SAFETY PROGRAM - 447.1200,20200604,2020-00007817 - 5813402,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2506,2020
EX,QUALITY EMULSIONS LLC,"$13,710.80 ",4366,EMULSIONS CQS-1HP 4.22.20 - 4366,20200604,20883 - 49149 - 06/04/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2507,2020
EX,QUALITY EMULSIONS LLC,"$13,851.16 ",4366,EMULSIONS CQS-1HP 5.7.20 - 4366,20200604,20883 - 49376 - 06/04/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2508,2020
EX,WESTCARE ARIZONA,"$5,504.94 ",3890,VETERANS TREATMENT COURT SERVICES- FEBRUARY 2020 - 3890,20200604,15711 - 022929 - 06/04/2020 - 10771,225,612,4500,225 - VETERANS' COURT,612 - JUDICIAL,4500 - MUNICIPAL COURT,2509,2020
EX,WESTERN ARIZONA REGIONAL MEDICAL CENTER,"$15,099.84 ",3890,MEALS ON WHEELS APRIL 2020 - 3890,20200604,12557 - MOW 04302020 - 06/04/2020 - 6293,245,641,3576,245 - BHC SR NUTRITION CENTER,641 - HEALTH AND WELFARE,3576 - BHC SR NUTRITION CENTER,2510,2020
EX,U S BANK,"$152,000.00 ",8010,DEBT PYMTS DUE 07/01/20 - 8010,20200604,4141 - 1601220 - 06/04/2020 - 8068,410,670,3571,410 - EXCISE TAX REV REFUNDING 2015,670 - DEBT SERVICE,3571 - FACILITY IMPROVEMENTS,2511,2020
EX,U S BANK,"$9,522.83 ",8041,DEBT PYMTS DUE 07/01/20 - 8041,20200604,4141 - 1601220 - 06/04/2020 - 8069,410,670,3571,410 - EXCISE TAX REV REFUNDING 2015,670 - DEBT SERVICE,3571 - FACILITY IMPROVEMENTS,2512,2020
EX,U S BANK,"$56,678.13 ",8041,DEBT PYMTS DUE 07/01/20 - 8041,20200604,4141 - 1601220 - 06/04/2020 - 9367,411,670,6184,411 - LAUGHLIN RANCH BLVD DISTRICT,670 - DEBT SERVICE,6184 - LRB SPECIAL DISTRICT,2513,2020
EX,U S BANK,"$275,000.00 ",8010,DEBT PYMTS DUE 07/01/20 - 8010,20200604,4141 - 1601220 - 06/04/2020 - 8214,415,670,6112,415 - BRIDGE,670 - DEBT SERVICE,6112 - BHC/LAUGHLIN BRIDGE,2514,2020
EX,U S BANK,"$30,023.45 ",8041,DEBT PYMTS DUE 07/01/20 - 8041,20200604,4141 - 1601220 - 06/04/2020 - 8215,415,670,6112,415 - BRIDGE,670 - DEBT SERVICE,6112 - BHC/LAUGHLIN BRIDGE,2515,2020
EX,RELIABLE PUMP & MOTOR,"$5,220.90 ",4320,REPAIR OF HYDROMATIC MODEL S8L15000M4-4 SEWAGE PUMP - 4320,20200604,21077 - 42872 - 06/04/2020 - 5242,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2516,2020
EX,U S BANK,"$80,000.00 ",8010,DEBT PYMTS DUE 07/01/20 - 8010,20200604,4141 - 1601220 - 06/04/2020 - 5374,504,670,3040,504 - WATER RESOURCES,670 - DEBT SERVICE,3040 - WATER RESOURCE,2517,2020
EX,U S BANK,"$80,686.39 ",8041,DEBT PYMTS DUE 07/01/20 - 8041,20200604,4141 - 1601220 - 06/04/2020 - 5375,504,670,3040,504 - WATER RESOURCES,670 - DEBT SERVICE,3040 - WATER RESOURCE,2518,2020
EX,NOT APPLICABLE,"$49,550.00 ",8041,INTEREST PAYMENT - 8041,20200604,2020-00008740 - 5856912,504,670,3040,504 - WATER RESOURCES,670 - DEBT SERVICE,3040 - WATER RESOURCE,2519,2020
EX,NOT APPLICABLE,"$80,686.39 ",8041,INTEREST PAYMENT - 8041,20200604,2020-00008894 - 5872918,504,670,3040,504 - WATER RESOURCES,670 - DEBT SERVICE,3040 - WATER RESOURCE,2520,2020
EX,OPTUS INC,"$9,922.96 ",7026,REPLACEMENT PHONES BBE113809N / DTZ-8LD-3(BK) TEL OLD 650010 - 7026,20200605,18953 - 00119681 - 06/05/2020 - 1343,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,2521,2020
RV,NOT APPLICABLE,"$105,000.00 ",434.2,STATE GRANT - 434.2000,20200605,2020-00008616 - 5848091,241,0,5315,241 - POLICE GRANTS,000 - GEN,5315 - MISC. POLICE GRANTS,2522,2020
EX,TEXMO OIL COMPANY JOBBERS INC,"$8,277.98 ",6210,2650179 OXY UNLEADED 87 OCT + 10% BULK GASOLINE - 6210,20200605,1479 - 105131 - 06/05/2020 - 8146,601,660,6210,601 - FLEET SERVICES,660 - PUBLIC WORKS,6210 - FLEET FUEL FACILITY,2523,2020
EX,PRO PETROLEUM INC,"$7,971.58 ",6220,4829327 DIESEL FUEL ULTRA LOW SULPHUR - 6220,20200605,3441 - 3612664 - 06/05/2020 - 8147,601,660,6210,601 - FLEET SERVICES,660 - PUBLIC WORKS,6210 - FLEET FUEL FACILITY,2524,2020
RV,NOT APPLICABLE,"$15,900.00 ",447.13,PARKING FEES - 447.1300,20200606,2020-00008455 - 5837522,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2525,2020
RV,NOT APPLICABLE,"$13,387.74 ",434.2,STATE GRANT - 434.2000,20200606,2020-00008757 - 5858525,241,0,5315,241 - POLICE GRANTS,000 - GEN,5315 - MISC. POLICE GRANTS,2526,2020
RV,NOT APPLICABLE,"$8,840.00 ",447.13,PARKING FEES - 447.1300,20200607,2020-00008456 - 5837527,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2527,2020
RV,NOT APPLICABLE,"$159,550.92 ",444.1,SEWER USER CHARGES - 444.1000,20200607,2020-00007760 - 5811246,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,2528,2020
RV,NOT APPLICABLE,"$64,933.86 ",413.1,CITY SALES TAX - 413.1000,20200608,2020-00008358 - 5833383,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2529,2020
RV,NOT APPLICABLE,"$81,956.25 ",413.1,CITY SALES TAX - 413.1000,20200608,2020-00008358 - 5833382,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2530,2020
RV,NOT APPLICABLE,"$7,979.50 ",422.11,BUILDING-PLAN REVIEWS - 422.1100,20200609,2021-00000134 - 5845495,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2531,2020
RV,NOT APPLICABLE,"$4,693,751.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20200609,2020-00008624 - 5848589,275,0,0,275 - AZCARES ACT,000 - GEN,0000 - GEN,2532,2020
EX,"ANDERSON-NELSON, INC.","$11,180.00 ",7340,PARKWAY EXTENSION EFFLUENT LINE 20-W-001 40% - 7340,20200609,1831 - 28555 - 06/09/2020 - 4658,315,700,6112,315 - BHC/LAUGHLIN BRIDGE 2,700 - CAPITAL OUTLAY,6112 - BHC/LAUGHLIN BRIDGE,2533,2020
RV,NOT APPLICABLE,"$10,000.00 ",447.12,PWC SAFETY PROGRAM - 447.1200,20200610,2020-00007944 - 5817266,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2534,2020
RV,NOT APPLICABLE,"$435,585.06 ",435.11,STATE INCOME TAX - 435.1100,20200610,2020-00008357 - 5833371,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2535,2020
EX,MORRISON MAIERLE INC,"$5,215.50 ",7320,UST REPLACEMENT - 7320,20200610,13716 - 207378 - 06/10/2020 - 10718,601,700,6210,601 - FLEET SERVICES,700 - CAPITAL OUTLAY,6210 - FLEET FUEL FACILITY,2536,2020
RV,NOT APPLICABLE,"$256,939.25 ",435.14,HIGHWAY USER REVENUE - 435.1400,20200611,2020-00008358 - 5833384,201,0,0,201 - STREETS (HURF),000 - GEN,0000 - GEN,2537,2020
EX,WESTERN ARIZONA REGIONAL MEDICAL CENTER,"$11,544.40 ",3890,MEALS ON WHEELS FEB 2020 - 3890,20200611,12557 - MOW 02292020 - 06/11/2020 - 6293,245,641,3576,245 - BHC SR NUTRITION CENTER,641 - HEALTH AND WELFARE,3576 - BHC SR NUTRITION CENTER,2538,2020
EX,WESTERN ARIZONA REGIONAL MEDICAL CENTER,"$14,425.60 ",3890,MEALS ON WHEELS MAY 2020 - 3890,20200611,12557 - MOW 05312020 - 06/11/2020 - 6293,245,641,3576,245 - BHC SR NUTRITION CENTER,641 - HEALTH AND WELFARE,3576 - BHC SR NUTRITION CENTER,2539,2020
EX,MCCORMICK CONSTRUCTION CO,"$805,395.30 ",7340,BULLHEAD PARKWAY EXTENSION 17-E-020 PAYMENT 3 - 7340,20200611,1307 - 17-E-020 061020 - 06/11/2020 - 4658,315,700,6112,315 - BHC/LAUGHLIN BRIDGE 2,700 - CAPITAL OUTLAY,6112 - BHC/LAUGHLIN BRIDGE,2540,2020
RV,NOT APPLICABLE,"$5,000.00 ",447.12,PWC SAFETY PROGRAM - 447.1200,20200612,2020-00008043 - 5819293,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2541,2020
RV,NOT APPLICABLE,"$115,026.89 ",435.15,VEHICLE LICENSE TAX - 435.1500,20200612,2020-00008358 - 5833385,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2542,2020
EX,URBAN ENERGY INC.,"$5,550.00 ",4390,43-20-004 BHC COMMUNITY POOL PV SYSTEMS REPAIRS - 4390,20200612,18979 - 0520016 - 06/12/2020 - 2054,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,2543,2020
RV,NOT APPLICABLE,"$17,600.00 ",447.13,PARKING FEES - 447.1300,20200613,2020-00008480 - 5837841,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2544,2020
PY,NOT APPLICABLE,"$5,979.10 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5827800,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,2545,2020
PY,NOT APPLICABLE,"$6,465.11 ",1510,HEALTH INSURANCE - 1510,20200613,2020-00008181 - 5827834,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2546,2020
PY,NOT APPLICABLE,"$21,920.71 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828347,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2547,2020
PY,NOT APPLICABLE,"$6,126.80 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828354,101,613,2000,101 - GENERAL ,613 - EXECUTIVE,2000 - CITY MANAGER,2548,2020
PY,NOT APPLICABLE,"$17,234.15 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828276,101,615,2500,101 - GENERAL ,615 - FIN ADMIN,2500 - BUDGET AND ACCOUNTING,2549,2020
PY,NOT APPLICABLE,"$5,774.42 ",1510,HEALTH INSURANCE - 1510,20200613,2020-00008181 - 5827759,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2550,2020
PY,NOT APPLICABLE,"$28,806.77 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828252,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2551,2020
PY,NOT APPLICABLE,"$11,351.19 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5827968,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,2552,2020
PY,NOT APPLICABLE,"$12,908.28 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828065,101,619,3020,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,2553,2020
PY,NOT APPLICABLE,"$7,383.54 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5827717,101,619,3030,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,2554,2020
PY,NOT APPLICABLE,"$6,327.74 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828100,101,619,3570,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,2555,2020
PY,NOT APPLICABLE,"$5,434.44 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828358,101,619,3601,101 - GENERAL ,619 - GEN GOVT,3601 - HUMAN SERVICES,2556,2020
PY,NOT APPLICABLE,"$18,908.59 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828251,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,2557,2020
PY,NOT APPLICABLE,"$27,369.98 ",1510,HEALTH INSURANCE - 1510,20200613,2020-00008181 - 5827693,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2558,2020
PY,NOT APPLICABLE,"$16,889.62 ",1140,OVERTIME WAGES - 1140,20200613,2020-00008181 - 5827947,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2559,2020
PY,NOT APPLICABLE,"$9,273.01 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20200613,2020-00008181 - 5827728,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2560,2020
PY,NOT APPLICABLE,"$75,514.78 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20200613,2020-00008181 - 5828314,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2561,2020
PY,NOT APPLICABLE,"$138,031.08 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828083,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2562,2020
PY,NOT APPLICABLE,"$10,020.23 ",1125,STAND BY WAGES - 1125,20200613,2020-00008181 - 5827857,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2563,2020
PY,NOT APPLICABLE,"$5,493.93 ",1560,WORKERS COMPENSATION - 1560,20200613,2020-00008181 - 5827891,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2564,2020
PY,NOT APPLICABLE,"$9,465.83 ",1510,HEALTH INSURANCE - 1510,20200613,2020-00008181 - 5828113,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,2565,2020
PY,NOT APPLICABLE,"$19,264.28 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20200613,2020-00008181 - 5828210,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,2566,2020
PY,NOT APPLICABLE,"$44,818.21 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5827700,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,2567,2020
PY,NOT APPLICABLE,"$9,746.01 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828039,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - SUPPORT SERVICES,2568,2020
PY,NOT APPLICABLE,"$10,032.30 ",1140,OVERTIME WAGES - 1140,20200613,2020-00008181 - 5828156,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2569,2020
PY,NOT APPLICABLE,"$25,122.05 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828292,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2570,2020
PY,NOT APPLICABLE,"$6,995.41 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828155,101,641,5050,101 - GENERAL ,641 - HEALTH AND WELFARE,5050 - ANIMAL CARE AND WELFARE,2571,2020
PY,NOT APPLICABLE,"$6,440.08 ",1120,OTHER WAGES - 1120,20200613,2020-00008181 - 5828043,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,2572,2020
PY,NOT APPLICABLE,"$9,458.77 ",1120,OTHER WAGES - 1120,20200613,2020-00008181 - 5828049,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,2573,2020
PY,NOT APPLICABLE,"$7,647.96 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828171,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,2574,2020
PY,NOT APPLICABLE,"$8,224.87 ",1510,HEALTH INSURANCE - 1510,20200613,2020-00008181 - 5828341,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,2575,2020
PY,NOT APPLICABLE,"$25,873.21 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828041,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,2576,2020
PY,NOT APPLICABLE,"$10,424.34 ",1510,HEALTH INSURANCE - 1510,20200613,2020-00008181 - 5828285,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2577,2020
PY,NOT APPLICABLE,"$31,221.07 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828030,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2578,2020
PY,NOT APPLICABLE,"$7,926.30 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5827812,211,619,3586,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,2579,2020
PY,NOT APPLICABLE,"$11,315.90 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828288,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,2580,2020
PY,NOT APPLICABLE,"$10,712.50 ",1510,HEALTH INSURANCE - 1510,20200613,2020-00008181 - 5827677,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2581,2020
PY,NOT APPLICABLE,"$32,684.80 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5827676,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2582,2020
PY,NOT APPLICABLE,"$8,082.06 ",1105,REGULAR FULL-TIME WAGES - 1105,20200613,2020-00008181 - 5828101,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,2583,2020
RV,NOT APPLICABLE,"$15,655.58 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20200613,2020-00008181 - 5828058,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,2584,2020
RV,NOT APPLICABLE,"$139,186.41 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20200613,2020-00008181 - 5828121,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,2585,2020
RV,NOT APPLICABLE,"$13,296.46 ",479,OTHER REVENUE - 479.0000,20200613,2020-00008181 - 5827859,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,2586,2020
