Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year,Entity Name,Organization Level 1 Name,Organization Level 2 Name,Payee DBA Name,Vendor ID Code,Transaction Reference ID,Contract Name,Contract Number,Payment Method,Dept_Name,Year,Fund_Name
PY,NOT APPLICABLE,"$19,794.55 ",1105,REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5129108,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,2174,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$26,654.69 ",1105,REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5129175,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2195,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$44,868.05 ",1105,REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5140714,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,2263,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$10,960.07 ",1105,REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141128,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,2269,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$129,251.47 ",1105,REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141154,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2271,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$19,383.27 ",1105,REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141289,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,2259,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$26,492.36 ",1105,REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141359,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2276,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$43,788.04 ",1105,REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150451,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,2373,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$12,054.15 ",1105,REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150857,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,2375,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$124,958.79 ",1105,REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150881,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2377,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$19,479.41 ",1105,REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5151019,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,2394,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$24,808.74 ",1105,REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5151087,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2382,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$44,531.26 ",1105,REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159448,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,2444,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$12,072.88 ",1105,REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159882,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,2447,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$127,087.62 ",1105,REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159908,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2449,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$19,858.10 ",1105,REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5160049,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,2440,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$23,735.36 ",1105,REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5160119,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2454,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$43,434.66 ",1105,REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5171665,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,2566,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$12,072.86 ",1105,REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172057,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,2570,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$123,531.37 ",1105,REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172081,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2572,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$19,403.10 ",1105,REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172215,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,2589,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$22,633.23 ",1105,REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172280,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2577,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$43,000.92 ",1105,REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183541,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,2648,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$12,177.66 ",1105,REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183947,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,2650,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$122,082.89 ",1105,REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183969,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2652,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$21,358.23 ",1105,REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5184094,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,2644,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$22,460.79 ",1105,REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5184163,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2657,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$25,846.08 ",1130,SPECIALTY PAY WAGES - 1130,20170729,2018-00000845 - 4986218,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,916,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,451.85 ",1130,SPECIALTY PAY WAGES - 1130,20170826,2018-00001688 - 5015327,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1137,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,171.59 ",1140,OVERTIME WAGES - 1140,20170408,2017-00007206 - 4892010,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,25,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,395.12 ",1140,OVERTIME WAGES - 1140,20170422,2017-00007550 - 4901100,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,100,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,087.73 ",1140,OVERTIME WAGES - 1140,20170520,2017-00008388 - 4920789,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,311,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$6,438.11 ",1140,OVERTIME WAGES - 1140,20170520,2017-00008388 - 4920958,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,318,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$9,478.83 ",1140,OVERTIME WAGES - 1140,20170603,2017-00008748 - 4933251,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,469,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$8,263.93 ",1140,OVERTIME WAGES - 1140,20170603,2017-00008748 - 4933255,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,470,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,842.39 ",1140,OVERTIME WAGES - 1140,20170603,2017-00008748 - 4933411,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,455,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,690.22 ",1140,OVERTIME WAGES - 1140,20170617,2017-00009168 - 4953829,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,528,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,541.84 ",1140,OVERTIME WAGES - 1140,20170715,2018-00000432 - 4975345,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,818,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,729.85 ",1140,OVERTIME WAGES - 1140,20170715,2018-00000432 - 4975385,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,831,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,748.19 ",1140,OVERTIME WAGES - 1140,20170715,2018-00000432 - 4975649,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,833,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,515.60 ",1140,OVERTIME WAGES - 1140,20170715,2018-00000432 - 4975854,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,823,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,015.11 ",1140,OVERTIME WAGES - 1140,20170812,2018-00001239 - 5003994,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1050,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$8,526.69 ",1140,OVERTIME WAGES - 1140,20170812,2018-00001239 - 5004161,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1074,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,555.69 ",1140,OVERTIME WAGES - 1140,20170812,2018-00001239 - 5004416,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1079,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$9,501.22 ",1140,OVERTIME WAGES - 1140,20170909,2018-00002026 - 5026705,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1272,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$8,603.59 ",1140,OVERTIME WAGES - 1140,20170909,2018-00002026 - 5026966,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1253,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,876.97 ",1140,OVERTIME WAGES - 1140,20171021,2018-00003084 - 5057176,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1551,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,622.52 ",1140,OVERTIME WAGES - 1140,20171104,2018-00003457 - 5067152,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1665,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$6,874.34 ",1140,OVERTIME WAGES - 1140,20171104,2018-00003457 - 5067327,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1684,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$8,752.37 ",1140,OVERTIME WAGES - 1140,20171118,2018-00003853 - 5081431,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1744,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,075.71 ",1140,OVERTIME WAGES - 1140,20171118,2018-00003853 - 5081700,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1757,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$16,181.45 ",1140,OVERTIME WAGES - 1140,20171202,2018-00004318 - 5096660,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1869,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$9,199.72 ",1140,OVERTIME WAGES - 1140,20171202,2018-00004318 - 5096920,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1886,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,902.69 ",1140,OVERTIME WAGES - 1140,20171216,2018-00004832 - 5107114,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1969,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$16,215.71 ",1140,OVERTIME WAGES - 1140,20171230,2018-00005082 - 5114697,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2079,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,383.91 ",1140,OVERTIME WAGES - 1140,20171230,2018-00005082 - 5114944,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2060,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,995.24 ",1140,OVERTIME WAGES - 1140,20180113,2018-00005481 - 5128526,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2170,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$5,800.40 ",1140,OVERTIME WAGES - 1140,20180113,2018-00005481 - 5128791,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2184,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$9,278.58 ",1140,OVERTIME WAGES - 1140,20180127,2018-00005990 - 5140710,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2255,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$8,495.39 ",1140,OVERTIME WAGES - 1140,20180224,2018-00006736 - 5159443,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2436,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$48,009.46 ",1160,ACCRUED LEAVE PAID - 1160,20170506,2017-00007968 - 4911173,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,243,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$6,348.23 ",1160,ACCRUED LEAVE PAID - 1160,20170603,2017-00008748 - 4933405,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - POLICE SUPPORT SERVICES,453,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$5,993.16 ",1160,ACCRUED LEAVE PAID - 1160,20171201,2018-00004119 - 5090697,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,1862,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$21,631.66 ",1160,ACCRUED LEAVE PAID - 1160,20171201,2018-00004119 - 5090702,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1863,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$7,302.62 ",1160,ACCRUED LEAVE PAID - 1160,20171201,2018-00004119 - 5090707,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - POLICE CRIMINAL INVESTGNS,1860,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$6,603.51 ",1160,ACCRUED LEAVE PAID - 1160,20180112,2018-00005326 - 5124668,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - POLICE ADMINISTRATION,2164,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$8,765.16 ",1160,ACCRUED LEAVE PAID - 1160,20180112,2018-00005326 - 5124671,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,2165,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2018,GENERAL 
PY,NOT APPLICABLE,"$10,354.98 ",1510,HEALTH INSURANCE - 1510,20170506,2017-00007968 - 4910661,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,228,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$9,713.42 ",1510,HEALTH INSURANCE - 1510,20170520,2017-00008388 - 4920808,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,312,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,476.10 ",1510,HEALTH INSURANCE - 1510,20170603,2017-00008748 - 4933269,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,471,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$9,539.05 ",1510,HEALTH INSURANCE - 1510,20170617,2017-00009168 - 4953398,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,524,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,781.99 ",1510,HEALTH INSURANCE - 1510,20170701,2018-00000097 - 4963631,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,777,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,781.99 ",1510,HEALTH INSURANCE - 1510,20170701,2018-00000114 - 4965053,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,779,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,257.88 ",1510,HEALTH INSURANCE - 1510,20170715,2018-00000432 - 4975352,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,829,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$10,517.75 ",1510,HEALTH INSURANCE - 1510,20170729,2018-00000845 - 4986156,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,913,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$9,661.68 ",1510,HEALTH INSURANCE - 1510,20170812,2018-00001239 - 5003745,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1047,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
PY,NOT APPLICABLE,"$11,319.21 ",1510,HEALTH INSURANCE - 1510,20170826,2018-00001688 - 5015264,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - POLICE PATROL,1135,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Police,2017,GENERAL 
